State,Name,Location
Rivers,Erlings Childrens Hospital,"35 NTA/ APARA LINK ROAD , OFF EAST/ WEST ROAD, RUMUIGBO NEW LAYOUT PORT HARCOURT."
Rivers,PEACE VALLEY HOSPITAL,"7 kwemegbu street off Ntelue road Rugbochi ,Ogbogoro"
Lagos,Light Shade Hospital,NO 12 OYEBOLA TIAMIYU STR OFF DANIEL BIGHORO STR OSHIN AYOBO
Kaduna,Day Crystal Clinic,"6A Makera Road, Kakuri"
Oyo,BANBY SPECIALIST HOSIPTAL,"PLOT 11 BLOCK XLII AKOBO ESTATE BESIDE CHICKEN OLORUNBA ABAA ROAD, AKOBO, IBADAN REPUBLIC"
Kaduna,Giltooe Aris Specialist Hospital,"NO 3 BARNAWA CLOSE BARNAWA, KADUNA"
Oyo,West Wind Hospital and Maternity,"No. 6, Segun Oriola street, Eleyele Ibadan."
Delta,Group Christian medical centre -Asaba,"NO. 3 Shirlet Onyemenem Street, Okpanam (Opposite Federal Ministry of Agriculture Office) Delta State"
Lagos,"R-Jolad Hospital, Agege [Salem House]","Plot 23/24 Omotoye Estate Road off Ipaja Road, Mulero Bus-Stop, Orile-Agege, Lagos."
Osun,Seventh Day Adventist Hospital,"PMB 5513 Idi Omo Lagere, Ile Ife."
Rivers,Pharez spring Diagnostic and wellness Hospital,"1 MARGISTRATE COURT ROAD FOT/FLT ROAD ONNE BESIDE MODEL PRIMARY HEALTH CENTRE, 1 MARGISTRATE COURT ROAD FOT/FLT ROAD ONNE BESIDE MODEL PRIMARY HEALTH CENTRE"
Oyo,GOODTIMES MEDICAL CENTER,"7 ALAADUN ESTATE, BESIDE POSIT COLLEGE, ARULOGUN ROAD, OJOO, IBADAN."
Lagos,Hanoville Specialist Hospital,"14, Iyere Okojie Crescent, off Oloyede St, Ndike B/S Obawole"
Rivers,Elena Cares Hospital,Chief James Jephthah by Virus crescent off Sars road Portharcourt
Lagos,Life Pillar hospital,"4 King David Avenue, Ijagemo Ojo"
Lagos,Jibol Medical Centre,"119, Tolu Road, Olodi-Apapa."
Abuja (FCT),Kid's care hospital,"No. 5 Effiong Anwanaodung Street off Witty Kids School Road, Mararaba"
Oyo,Ona Ara Hospital,plot 29 Olorungbeya street Jegede Akanran road Ibadan
Lagos,D Lawrence Clinic,"50, Ikorodu Road, Jibowu, Yaba, Lagos."
Oyo,Zenith Care Hospital,"No 126,  Opposite Bovas Filling Station, Oluyole Extension, Ibadan"
Rivers,Reliance Family Clinic - Port Harcourt,"No. 3 Rumuola link Road, opposite women of faith Church, port Harcourt"
Lagos,ANDROMEDA HEALTHCARE SERVICES,"4B Babatunde Oki street, off town planning way, Illupeju, Lagos"
Lagos,Avo Eri Clinic,"15 Payne Cresent, Apapa, Lagos"
Lagos,"Barbinton Medical Centre, Ketu","9 Samuel Anibaba Street, Iyana School Bus stop, Ketu, Lagos"
Lagos,Bethel Women Hospital,Ikeja local government Area
Rivers,Krisany  Medical Services,5B Asinobi /agudama street Dline
Delta,Wingate Hospital,OKPE LGA
Rivers,Belanka Children Hospital,"4 OASIS GARDEN ROAD,  OFF GNESCOPE STREET, RUKPAKWULUSI, PORT HARCOURT"
Rivers,Success Life Specialist Clinic,"House 5, close D Avenue, Federal Housing Estate,  Agip, Rumueme, Port Harcourt."
Kwara,Delouse Multispecialist Hospital,Delouse Multispecialist Hospital beside chicken republic Offa garage Ilorin
Ogun,Faith Shield  Hospital,"15 GASLINE ROAD, GASLINE CDA ESTATE, MAGBORO, Ogun State"
Lagos,GOD’S COVENANT HOSPITAL,KOSOFE/OWORONSHOKI
Lagos,SOLAD MEDICAL CENTRE,16 MARIA STREET BARUWA IPAJA LAGOS
Lagos,Ericon clinic and maternity,"8, Ladipo close off trinity bus stop olodi-apapa lagos"
Akwa Ibom,Blue Gloves hospital,"No. 2 Sylvanus Okon Street, Off Edet Akpan Avenue, Uyo, Akwa Ibom State"
Akwa Ibom,Wedsan Clinic and Urology service,Oron L.G.A
Kano,KANO HOSPITAL PHARMACY AND DIAGNOSTIC CENTRE,"1133, KABUGA SATELLITE EXTENSION, TUDUN YOLA"
Delta,Lake Land Specialist Clinic,"No.2, Kingsley Otuaro Drive, Mosheshe Estate, Off Airport Road, Effurun, Delta State"
Abuja (FCT),Shamras Hospital and Diagnostic centre,"Plot 16,14 road, off 1st avenue, Gwarimpa"
Abuja (FCT),Reliance Family Clinic - Abuja,48 Yaounde street wuse zone 6
Lagos,Perez Medcare,"No 39A Castle Rock Avenue, Osapa London, Lekki, Lagos"
Rivers,Marina Hospital,"Chief Odum Close , off number 1 ogbuga street Ogbumnabali, Portharcourt"
Akwa Ibom,Mediques Plus Hospital,"H22 Ewet Housing Estate, Uyo"
Lagos,DORCAS HOSPITAL,"4, Adeola |Adewale Street, Akesan Bus Stop, Along Lasu Igando Expressway, Lagos."
Akwa Ibom,Pinnacle Hospital,"10 Quality Ceramics road, Afaha Obong Itam, Itam Police station"
Taraba,Danny's wellness clinic,"GRA along specialist hospital road, Jalingo Taraba State"
Oyo,Jubilee Hospital,"No 1, Samonda Business Complex, Behind Trade Fair Complex , Opp Ventura Mall, U.I - Sango Road, Ibadan , Oyo State"
Ogun,Iyiola Medical Center,"4, Adebiyi Shittu street, Durodola crescent, Okanlawon, Olambe, Ogun state"
Lagos,Tonajib Hospital,"46, Maria Ibironke Street, Pako Bus stop, Ikotun, Lagos"
Abuja (FCT),"Jowako Specialist Hospital, Abuja","Plot 5 ICS Drive, Dakibiyu, Jabi, Abuja"
Lagos,Dovaheights Dialysis Center,"23b Bashorun Okunsanya Street, Off Admiralty Road, Lekki Phase 1"
Lagos,St Claver Hospital,"1 SALAMI OLONADE STREET, ISHERI MAGODO ROAD. LAGOS"
Ogun,Redemption Hospital,"3, Redemption Avenue, Beside Deeper-Life CampGround, Sabo, Sagamu, Ogun-State"
Ogun,Real cure Hospital,"Plot 119 Mowe-Ofada road, opposit Asolo /hig school, Mowe"
Rivers,C. Bennett Specialist Hospital,"100 Shell Location Rd, By Open Doors Church Rd, Port harcourt"
Ogun,Anu olu Poly Clinic,"25, sokabi street off ode remo, isara remo, ogun state."
Lagos,FASANMI CLINIC AND MATERNITY HOME,5/7 OLORI STREET SHOGUNLE OSHODI LAGOS
Oyo,Best Western Hospital,"5, Oyebaniji Street,off Winner's way, Basorun, Ibadan"
Lagos,Best Friend Hospital,"25, Wole Madariola street,off Enitan  street, Aguda, Surulere,Lagos"
Ondo,Goshenland Hospital,"Km 3, Beside Wesely University Ife Road Ondo"
Ogun,Lotto Central Hospital,"7, AMINU KOLADE STREET, LOTTO, MOWE, OGUN STATE"
Rivers,Foundation Clinic,No 1 Foundation close off palace close Omoku
Lagos,Absolute care hospital,"2 Musari Apena street, off airport road, ikeja"
Lagos,Eucalyptus health services,"53 Oritshe street, off Obafemi Awolowo way, Ikeja, Lagos"
Enugu,ROSA MYSTICA  HOSPITAL,"2B Bishop Onyeabor street, GRA ENUGU"
Lagos,Jericho hospital Lagos,37A Ayodele street Mafoluku Oshodi
Lagos,Ae-aima hospital,Ibukunoluwa house Macaulay b/s igbogbo baiyeku road ikorodu
Lagos,X-serve Children Hospital Lekki,"House 3c Chevron alternative route, Beside Waterbrook school, opposite Rhema church"
Lagos,Divine care Hospital,"9 Rabiu Street sabo oniba, ojo alaba Lagos"
Lagos,Dalet Medical service,"Road 1, Sunview Estate, Sangotedo, Lagos"
Lagos,OPELOYERU HOSPITAL,"Itele Digbaloye ,maya,ikorodu Lagos state."
Lagos,Rainbow Specialist,11C BABATUNDE ANJOUS LEKKI PHASE 1
Lagos,His stripes hospital,"19, Savage Street, Orile Iganmu, Lagos"
Lagos,Heilung Kreuz Hospital,"KM 42 Lekki-epe Expressway, Savannah Supermarket building, Awoyaya, Lagos"
Enugu,St Leo Hospital,57 Nike Lake Road Trans-Ekulu Enugu
Oyo,Ayoola Modupe Olatunde Memorial Hospital,"No 1 Kongi Street, New Bodija, Ibadan"
Adamawa,Kwaya Clinic and Maternity,"12 Rivers Street, Badirisa"
Abuja (FCT),Divine Winners Medical Centre,"No. 85, Zone 2, First Gate, Dutse Alhaji"
Lagos,EL-RHEMA VISION HOSPITAL,"PLOT 441,41 ROAD OPPOSITE PALMVILLE COLLEGE GOWON ESTATE PONLE BUS -STOP EGEBDA LAGOS STATE"
Lagos,Isuti medical,"16, Steve Igbasan street, vulganizer bus stop, off Isuti road, Egan. Lagos state."
Abuja (FCT),Dawaki Medical Centre,"Opposite LEA Primary School, Dawaki"
Lagos,Prime care hospital,Plot 30c Alternative route off Chevron Drive Lekki Lagos opp Madam Juliana's estate gate
Lagos,Onyems B Hospital,"16, Oba Daudu Street Opposite Ojo LGA Ojo, Lagos"
Lagos,ICONIC CARE HOSPITAL,"N0, 75 ISUTI ROAD OPPOSITE QUEEN MARIS COLLEDGE EGAN LAGOS"
Lagos,BIODEX MEDICAL CENTRE,"Beside Onimedu Police Station, Eleko Road, Ibeju-Lekki"
Cross River,DANEX MEDICAL CENTRE,UGEP
Rivers,Princess Medical Center (Classic Wing),"3B Ndahbros  street Nkpogu, Trans Amadi"
Abuja (FCT),"Our Lady Of Fatima Catholic Hospital, Bwari","Ushafa Road, Bwari, Bwari Area Council"
Gombe,Annur Medical Centre,"No. 1 Street Anguwan Alheri, along Workers Village Road Ashaka, Gombe State"
Gombe,"Police Clinic, Bajoga","Along Gombe-Potiskum Road, Bajoga"
Oyo,Tofunmi Medical Centre,"Adjacent Ola-Sheu Filling Station, old Ife Road, Ibadan"
Gombe,"Danfodio Medical Centre, Bajoga","No 2 Tike Road, Bajoga, F.K.Y. LGA"
Lagos,De Victory Life Specialist Hospital,":  15, ILUPEJU ESTATE ABULE-EKO IJEDE, IKORODU, LAGOS STATE"
Lagos,Sacred Heart Clinic,"26 PELEWURA CRESCENT, APAPA"
Rivers,Ranez Medical Consultants,18 Jessy and Jenny road off Peter Odili Tran-Amadi PortHarcourt
Rivers,Almighty Favour Hospital,"#1B RUKPAKWULUSHI JUNCTION, EAST/WEST ROAD BY ELIOZU FLYOVER PH."
Cross River,Holy Family Hospital Ikom,Beside Holy Family Catholic Parish
Rivers,Patricare Hospital,48 Mgbuoshini road Agip Rumueme Port Harcourt
Ogun,Olufunmi Specialist Hospital,Plot XVI Adegboyega Street Asero Estate
Oyo,Montana Medical Center,"No.7 Kajegbo street, Opposite Chicken Republic Elewura Bustop, Challenge, Ibadan"
Ogun,Ewekoro Hospital,"44/46 Ibokuru Road, off Ejio Road, Arigbajo, Ewekoro LGA"
Abia,Living Word Mission Hospital,"5/7 Umuocham  road Aba, Abia State"
Oyo,Tristate Healthcare System,Idi Ape
Adamawa,provider onboarding,Lagos
Ekiti,Police Cottage Hospital,"Adjacent Ekiti State Library, Okesha"
Ekiti,"Living Well Hospital, Ikole Ekiti","No 2 Alaafia Street, Asin, Ikole Ekiti"
Ekiti,Olives Specialist Hospital,"Plot 5, Neatr Tinuola Maximum School, Afao Road, Ado Ekiti"
Ekiti,Ademolawe Hospital,"Ademolawe Hospital Road, Irode Qtrs, Ikole Ekiti"
Abuja (FCT),Chem Health & Diagnostic Center,"Plot 1673, Lakeside Resort, Celina Ayom Crescent, Kado"
Kwara,Leah Medical Center,Ilorin
Adamawa,"New Life Hospital, Mubi","Lokuwa Ward, Mubi North"
Kogi,Divine Mercy Clinic,"Along Federal University Road, Adankolo, Lokoja"
Lagos,De-overcoming grace hospital,"No 1, Abisogun Estate, Opposite Simple Star Hotel, Amukoko, Lagos"
Kwara,Gentleman Abdulsalam Memorial Hospital,"Along Adesoye College, Igosun road, Offa."
Ekiti,Liberty Hospital,"Ekiti State Housing Corporation Estate, Okeila, Ado Ekiti"
Benue,OTIA Hospital,"No. 1 Kano Street, Otukpo"
Ondo,Tim Unity Hospital,"Oke-orire close Opp. FCMB Olukayode House, Oluwatuy Road, Akure, Ondo State"
Lagos,Evangel Hospital,Abule -Egba
Rivers,Alvera Hospital,"20 Bishop Dimieri Street, GRA Phase II, Port Harcourt, Rivers State."
Oyo,Oniwunmi Hospital,"Abayomi Street, Abayomi Bus stop, Iwo Road"
Lagos,Eternal Life Hospital,"31 Iganmu Road, Sari-Iganmu, Orile, Lagos"
Anambra,Chibuzor Hospital,NO 34 Orlu Road Ekwulobia.
Akwa Ibom,Fulcare Medical Consultancy,15bEkpanya street Uyo Akwa Ibom
Rivers,Mercyland Specialist Hospital,"Opposite Conoil Petrol station near Nkpolu Junction, East West road PortHarcourt."
Kwara,Kiddiz Medical Centre,"223 WESTERN RESERVOIR ROAD, OLORUNSOGO, ILORIN"
Niger,Spring Valley Hospital,"14 Abdullahi Adamu street, off Alhassan Bako Drive,G.R.A., Suleja"
Abuja (FCT),Legend Hospital,"No.4 Ambrose Umaru Street, Dukpa Road, opposite Sharia Court, Gwagwalada"
Nasarawa,Dalhatu Araf Specialist Hospital,"Shendam Road Lafia, opposite higher court, Nasarawa State"
Kwara,Abike Memorial Clinics,"386 Olofa Wayy, opp. Oja Oba, Offa"
Lagos,FELLOWSHIP HOSPITAL,"9, OLIYIDE STREET, OFF UNITY ROAD, IKEJA"
Lagos,Bio-Batam Maternity and Hospital,"53, Tijani street, Iyana-Ipaja, Lagos State"
Plateau,Marysol Hospital,"Kwang Delimi, Along Rayfield Resort, Lamingo Road, Jos"
Abuja (FCT),Capital Health Surgical Center,"Plot 982, Cadastral Zone C02, Gwarinpa District 1, Life Camp"
Ekiti,Supreme Faith Hospital,"Opposite Eco Bank beside Fayose market, Ajilosun Street, Ado-Ekiti"
Ogun,Owolabi Specialist Hospital,"10 Liasu Atilola Street Peaceland Estate,Jolasco Akute, Ogun State"
Delta,Lonia Clinic and Maternity,143 Ekete DSC Express Way Ovwian-Warri.
Ogun,Jomapet  Hospital,"61 Yawoele road, Dreamsville estate , Ajuwom-Akute"
Cross River,Victoria Medical Center,101 Ndidem usong Iso/ Marian Road Calabar
